Date,Open,High,Low,Close,Volume
2022-09-03,0.0026980001,0.002809,0.002563,0.0026750001,620580
2022-09-04,0.0026750001,0.002819,0.002501,0.0027369999,614244
2022-09-05,0.0027369999,0.0028860001,0.0025790001,0.0027419999,684730
2022-09-06,0.0027419999,0.002877,0.002629,0.002849,711612
2022-09-07,0.002849,0.0035000001,0.002665,0.0033150001,804554
2022-09-08,0.0033150001,0.0044269999,0.003092,0.0041999999,1219078
2022-09-09,0.0041999999,0.0050829998,0.0039009999,0.0047920002,1441051
2022-09-10,0.0047920002,0.004803,0.0041689998,0.004679,1144630
2022-09-11,0.004679,0.004772,0.0043520001,0.0043560001,1058571
2022-09-12,0.0043560001,0.0044669998,0.00392,0.0039309999,1026773
2022-09-13,0.0039309999,0.0040899999,0.003602,0.003702,989681
2022-09-14,0.0039110002,0.0042949999,0.0034030001,0.00398,955784
2022-09-15,0.00398,0.004096,0.0035069999,0.0039130002,921486
2022-09-16,0.0039130002,0.0043799998,0.003397,0.0043489998,1120829
2022-09-17,0.0043489998,0.004888,0.0039539998,0.0047519999,1078813
2022-09-18,0.0047519999,0.0049899998,0.0044559999,0.0046669999,1247690
2022-09-19,0.0046669999,0.0047840001,0.004102,0.0042900001,1014120
2022-09-20,0.0042900001,0.0047809999,0.0042030001,0.0043899999,1086291
2022-09-21,0.0043899999,0.0044940002,0.0041780001,0.0044470001,1064397
2022-09-22,0.0044470001,0.0046020001,0.0042079999,0.0044789999,1043584
2022-09-23,0.0044789999,0.004617,0.004011,0.0041490002,1093930
2022-09-24,0.0041490002,0.0042730002,0.003703,0.004036,909120
2022-09-25,0.004036,0.0040950002,0.003612,0.0036200001,888946
2022-09-26,0.0036200001,0.0047510001,0.003607,0.004714,1219255
2022-09-27,0.004714,0.0051759998,0.00391,0.0040770001,1722604
2022-09-28,0.0040770001,0.0040790001,0.0035689999,0.0037760001,1298023
2022-09-29,0.0037760001,0.0037760001,0.0027129999,0.0028899999,1308857
2022-09-30,0.0028899999,0.003276,0.0027330001,0.003148,859542
2022-10-01,0.003148,0.0035240001,0.0030179999,0.003152,914377
2022-10-02,0.003152,0.0032240001,0.002849,0.002879,791790
2022-10-03,0.002879,0.002879,0.002197,0.0025470001,1081830
2022-10-04,0.0025470001,0.0025470001,0.002143,0.0022740001,776888
2022-10-05,0.0022740001,0.0025289999,0.0020359999,0.0023660001,783028
2022-10-06,0.0023660001,0.0024979999,0.002203,0.002325,666231
2022-10-07,0.002325,0.002474,0.0022179999,0.002442,660644
2022-10-08,0.002442,0.0025510001,0.002383,0.0025180001,663176
2022-10-09,0.0025180001,0.0029539999,0.002476,0.0027920001,867394
2022-10-10,0.0027920001,0.002846,0.002379,0.002629,785793
2022-10-11,0.002629,0.002693,0.0024079999,0.002476,693589
2022-10-12,0.002476,0.002501,0.0021810001,0.0021810001,709847
2022-10-13,0.0021810001,0.0022740001,0.001907,0.0021909999,764537
2022-10-14,0.0021909999,0.0024240001,0.00205,0.002134,596555
2022-10-15,0.002134,0.002382,0.002015,0.0021210001,695525
2022-10-16,0.0021210001,0.0023749999,0.002074,0.002326,590273
2022-10-17,0.002326,0.002326,0.002018,0.002107,731730
2022-10-18,0.002107,0.0021289999,0.001954,0.0020039999,556634
2022-10-19,0.0020039999,0.002024,0.0017049999,0.00181,637709
2022-10-20,0.00181,0.00182,0.0014909999,0.0016289999,613368
2022-10-21,0.0016289999,0.001834,0.0013229999,0.001728,600520
2022-10-22,0.001728,0.001846,0.001512,0.001588,489053
2022-10-23,0.001588,0.001807,0.001514,0.001729,496781
2022-10-24,0.001729,0.001806,0.001605,0.001745,468092
2022-10-25,0.001745,0.001845,0.001616,0.001783,532265
2022-10-26,0.001783,0.0020910001,0.001733,0.0019349999,632405
2022-10-27,0.0019349999,0.0019960001,0.0017960001,0.001862,562905
2022-10-28,0.001862,0.0019340001,0.001731,0.001879,513479
2022-10-29,0.001879,0.001951,0.001773,0.0018279999,522760
2022-10-30,0.0018279999,0.001939,0.001794,0.001859,486249
2022-10-31,0.001859,0.002012,0.001846,0.001991,643679
2022-11-01,0.001991,0.0028210001,0.001928,0.0027989999,1014445
2022-11-02,0.0027989999,0.002935,0.0025510001,0.0027310001,1140047
2022-11-03,0.0027310001,0.00337,0.0025879999,0.003175,1237568
2022-11-04,0.003175,0.0045850002,0.0031119999,0.0040970002,2123615
2022-11-05,0.0040970002,0.004348,0.003516,0.0039320001,1906425
2022-11-06,0.0039320001,0.0043279999,0.003914,0.0042039999,1421573
2022-11-07,0.0042039999,0.0042730002,0.003764,0.0039659999,1611918
2022-11-08,0.0039659999,0.0041959998,0.0035890001,0.0039670002,2343335
2022-11-09,0.0039679999,0.0039679999,0.0031359999,0.0036609999,2307941
2022-11-10,0.0036619999,0.0043449998,0.003582,0.004255,1917126
2022-11-11,0.004255,0.00453,0.0040600002,0.0042070001,1648349
2022-11-12,0.0042070001,0.0043429998,0.0039820001,0.0040449998,1223726
2022-11-13,0.00404,0.0049009998,0.0039840001,0.0048210002,2081523
2022-11-14,0.0048170001,0.0067710001,0.0046629999,0.0065290001,3408789
2022-11-15,0.0065310001,0.0072110002,0.0055550002,0.0058530001,3242552
2022-11-16,0.0058610002,0.0065779998,0.00575,0.0064070001,2191929
2022-11-17,0.0064059999,0.0067190002,0.0062750001,0.0062779998,2094150
2022-11-18,0.0062779998,0.0065290001,0.0060339998,0.006145,1913445
2022-11-19,0.0061460002,0.006794,0.0061389999,0.006794,2011884
2022-11-20,0.0067949998,0.0087139998,0.0067480002,0.0077940002,4196436
2022-11-21,0.0078070001,0.0078220004,0.006263,0.0067030001,3680409
2022-11-22,0.0067059998,0.0078720003,0.0063609998,0.0074089998,3284330
2022-11-23,0.0074100001,0.0076700002,0.007154,0.00721,2342564
2022-11-24,0.00721,0.0079910001,0.0071330001,0.0078509999,2538170
2022-11-25,0.0078520002,0.0093830004,0.0077729998,0.009079,3617365
2022-11-26,0.0090760002,0.0092820004,0.0087069999,0.008901,3397685
2022-11-27,0.008897,0.0097549995,0.0088210003,0.0094229998,3780618
2022-11-28,0.0094250003,0.009691,0.0080899997,0.0089260004,4339164
2022-11-29,0.0089269998,0.0091939997,0.0086359996,0.0089440001,3068581
2022-11-30,0.0089379996,0.0089840004,0.008626,0.0087000001,2836612
2022-12-01,0.0087019997,0.0087470002,0.0079570003,0.008289,3231810
2022-12-02,0.008289,0.0082980003,0.0071959998,0.0072070002,2832548
2022-12-03,0.00721,0.0076410002,0.0065410002,0.006672,2628729
2022-12-04,0.0066800001,0.0074900002,0.0066800001,0.007241,2634566
2022-12-05,0.007247,0.0083240001,0.0071129999,0.0081620002,2395757
2022-12-06,0.0081550004,0.0083170002,0.0073970002,0.0076310001,2582059
2022-12-07,0.0076330001,0.0079709999,0.0074149999,0.0074729999,2054252
2022-12-08,0.0074749999,0.0075719999,0.0070810001,0.0073219999,2270134
2022-12-09,0.0073219999,0.0076859999,0.0070949998,0.007363,2145429
2022-12-10,0.0073569999,0.0076279999,0.0072340001,0.0072610001,2038949
2022-12-11,0.0072610001,0.0073620002,0.0069240001,0.0069650002,1811882
2022-12-12,0.0069639999,0.0071359999,0.0066650002,0.006916,2007756
2022-12-13,0.0069129998,0.006972,0.0060109999,0.0062270002,2272996
2022-12-14,0.0062239999,0.006763,0.0060259998,0.0061229998,1960779
2022-12-15,0.0061209998,0.006234,0.0056750001,0.005692,1761455
2022-12-16,0.0056960001,0.0058300002,0.0051250001,0.0052009998,2216803
2022-12-17,0.0052009998,0.0060749999,0.0049740002,0.0060689999,1864061
2022-12-18,0.0060689999,0.006323,0.00563,0.0056650001,1909398
2022-12-19,0.0056699999,0.0058380002,0.0050730002,0.0052749999,1776499
2022-12-20,0.0052720001,0.005324,0.0049330001,0.0051429998,1714059
2022-12-21,0.0051409998,0.0056909998,0.0051219999,0.0055490001,1832105
2022-12-22,0.0055510001,0.005775,0.005413,0.0057560001,1640019
2022-12-23,0.0057529998,0.0058200001,0.0051699998,0.005194,1638058
2022-12-24,0.0051930002,0.005322,0.0051409998,0.0052280002,1301650
2022-12-25,0.005225,0.0053539998,0.0052029998,0.0053019999,1339500
2022-12-26,0.0053010001,0.0053610001,0.005014,0.0051159998,1386312
2022-12-27,0.0051139998,0.0051230001,0.004621,0.004927,1712336
2022-12-28,0.004925,0.0049459999,0.0046009999,0.0046979999,1902234
2022-12-29,0.0046970001,0.0048389998,0.0045309998,0.0045889998,1346621
2022-12-30,0.0045889998,0.0050550001,0.0042539998,0.004805,1850994
2022-12-31,0.004807,0.005386,0.0047619999,0.0052800002,1604695
2023-01-01,0.0052780001,0.0053719999,0.005142,0.0051899999,1351193
2023-01-02,0.0051899999,0.0053110002,0.0051580002,0.005163,1354922
2023-01-03,0.005165,0.0051989998,0.0048310002,0.0049780002,1471210
2023-01-04,0.0049780002,0.0050320001,0.004892,0.004954,1424280
2023-01-05,0.004954,0.0050130002,0.0045050001,0.0045630001,1403123
2023-01-06,0.0045659998,0.0047269999,0.0044499999,0.0045130001,1357541
2023-01-07,0.0045130001,0.0045480002,0.0043290001,0.004398,1300515
2023-01-08,0.0043970002,0.0050010001,0.0043529999,0.0047940002,1403118
2023-01-09,0.0047940002,0.0050380002,0.0046720002,0.0048710001,1742620
2023-01-10,0.0048719998,0.0048929998,0.0045810002,0.004683,1311216
2023-01-11,0.004683,0.0050010001,0.0045989999,0.0049959999,1504425
2023-01-12,0.004985,0.0055590002,0.0048000002,0.0054950002,1771009
2023-01-13,0.005504,0.0063689998,0.0054859999,0.0059679998,2465507
2023-01-14,0.005969,0.0064429999,0.0058490001,0.0061690002,2087417
2023-01-15,0.0061650001,0.0061789998,0.0055559999,0.0060760002,1885287
2023-01-16,0.0060729999,0.0068620001,0.0059449999,0.0066200001,2296178
2023-01-17,0.0066200001,0.0066979998,0.0063220002,0.0064579998,1881255
2023-01-18,0.0064579998,0.0066940002,0.0059130001,0.0059389998,2118259
2023-01-19,0.0059389998,0.0062839999,0.005895,0.0061980002,1784770
2023-01-20,0.0061989999,0.0064329999,0.0060569998,0.0064090001,1892419
2023-01-21,0.0064090001,0.0064750002,0.0061550001,0.0061599999,1755747
2023-01-22,0.0061590001,0.0061969999,0.0057919999,0.005963,1835261
2023-01-23,0.0059639998,0.0064360001,0.0058149998,0.0064349999,1999028
2023-01-24,0.0064349999,0.006478,0.005926,0.005926,1825288
2023-01-25,0.005926,0.0062830001,0.0059170001,0.0062589999,1779012
2023-01-26,0.0062589999,0.0062799999,0.005969,0.0061440002,1822067
2023-01-27,0.006143,0.006205,0.005961,0.0060760002,1984039
2023-01-28,0.0060760002,0.006116,0.0056679999,0.0057689999,1869150
2023-01-29,0.0057680001,0.005994,0.0056739999,0.0059110001,1668574
2023-01-30,0.0059110001,0.0059659998,0.005345,0.0055979998,2046779
2023-01-31,0.005597,0.0057359999,0.0053960001,0.0054279999,1754203
2023-02-01,0.0054299999,0.0058220001,0.0051830001,0.0056790002,1864547
2023-02-02,0.0056790002,0.0060220002,0.0056210002,0.005835,2011549
2023-02-03,0.005835,0.0058360002,0.0054819998,0.0055849999,1629268
2023-02-04,0.0055849999,0.0058479998,0.0054830001,0.005717,1942682
2023-02-05,0.005717,0.0069729998,0.0057060001,0.0065449998,3085490
2023-02-06,0.0065489998,0.0074339998,0.0062580002,0.0071780002,3285889
2023-02-07,0.0071780002,0.0075300001,0.0069539999,0.007398,3095981
2023-02-08,0.007396,0.0075650001,0.006997,0.0071700001,2637152
2023-02-09,0.0071709999,0.0072770002,0.0065159998,0.0065879999,2588104
2023-02-10,0.0065890001,0.006761,0.006269,0.0066740001,2238584
2023-02-11,0.0066729998,0.0067449999,0.0063749999,0.006395,1736736
2023-02-12,0.0063959998,0.0067050001,0.0063820002,0.0065950002,1852375
2023-02-13,0.0065930001,0.006602,0.0062580002,0.0064960001,1771801
2023-02-14,0.0065000001,0.0068069999,0.006385,0.0064989999,1995963
2023-02-15,0.0064989999,0.0072269998,0.0064670001,0.0071720001,2327771
2023-02-16,0.0071720001,0.0073489998,0.006846,0.0068859998,2478903
2023-02-17,0.0068950001,0.0075830002,0.0068419999,0.007485,2422569
2023-02-18,0.007485,0.0079340003,0.0074189999,0.0077360002,2813675
2023-02-19,0.0077360002,0.0078360001,0.0075770002,0.0077669998,2540499
2023-02-20,0.007766,0.0078469999,0.007588,0.0076509998,2372212
2023-02-21,0.00765,0.0076970002,0.0069590001,0.0071359999,2582927
2023-02-22,0.0071359999,0.0074470001,0.006813,0.0070489999,2439022
2023-02-23,0.0070489999,0.0074669998,0.0068760002,0.007251,2350510
2023-02-24,0.007251,0.0078710001,0.007212,0.0077160001,2999433
2023-02-25,0.0077149998,0.0084459996,0.007673,0.0083769998,3377581
2023-02-26,0.0083769998,0.009145,0.0082240002,0.0090600001,3619056
2023-02-27,0.0090600001,0.0115379998,0.0083999997,0.010729,6526004
2023-02-28,0.0107279997,0.0128110005,0.0101880003,0.0111819999,7625641
2023-03-01,0.0111819999,0.0132179996,0.0111819999,0.0130719999,6649187
2023-03-02,0.0130719999,0.0148010002,0.0126639996,0.014246,10163122
2023-03-03,0.0142489998,0.0144530004,0.0112929996,0.0126430001,8464973
2023-03-04,0.0126480004,0.0133180004,0.0116560003,0.0122260004,5388910
2023-03-05,0.0122210002,0.0125860004,0.0119899996,0.012449,4076120
2023-03-06,0.0124509996,0.0142109999,0.0123690004,0.014029,6493585
2023-03-07,0.014029,0.0143999998,0.0125550004,0.0127959996,7025570
2023-03-08,0.0128049999,0.0130049996,0.0110409996,0.0116710002,6601684
2023-03-09,0.0116710002,0.0117589999,0.0099649997,0.0103630004,6882976
2023-03-10,0.0103540001,0.011922,0.0093200002,0.0119190002,7659861
2023-03-11,0.0119249998,0.012724,0.0112279998,0.0121109998,6465841
2023-03-12,0.0121099995,0.0122920005,0.011372,0.0120329997,4857388
2023-03-13,0.0120329997,0.0132959997,0.012023,0.0125759998,6089834
2023-03-14,0.0125770001,0.0143780001,0.0120959999,0.0139469998,8784398
2023-03-15,0.0139469998,0.0140570002,0.012561,0.0130650001,6580873
2023-03-16,0.0130679999,0.0135920001,0.0127900001,0.0134929996,5288152
2023-03-17,0.0134920003,0.0143849999,0.0134030003,0.01406,6086201
2023-03-18,0.0140650002,0.0143060004,0.0136460001,0.0139800003,5522646
2023-03-19,0.0139800003,0.0169849992,0.0139549999,0.0164930001,8414294
2023-03-20,0.0164930001,0.0177619997,0.0157880001,0.0170450006,8521392
2023-03-21,0.0170460008,0.0173540004,0.0157239996,0.0159489997,10988845
2023-03-22,0.0159499999,0.0164630003,0.0155300004,0.0159520004,11239326
2023-03-23,0.0159520004,0.0169159994,0.0158670004,0.0169140007,13007206
2023-03-24,0.0169149991,0.0173419993,0.016632,0.0167149995,6826965
2023-03-25,0.0167149995,0.0170499999,0.0163439997,0.0167410001,5114008
2023-03-26,0.0167309996,0.0186129995,0.0165929999,0.0182859991,7367542
2023-03-27,0.0182859991,0.0223239996,0.018251,0.0223050006,15415577
2023-03-28,0.0223420002,0.0234529991,0.0212399997,0.0229570009,32359655
2023-03-29,0.0229550004,0.0373149998,0.022938,0.0278970003,62001906
2023-03-30,0.0278990008,0.0328200012,0.0276260003,0.029081,39040892
2023-03-31,0.0290830005,0.0333870016,0.0289319996,0.0326690003,30545542
2023-04-01,0.0326530002,0.0401870012,0.0321800001,0.0398319997,33404281
2023-04-02,0.0358299986,0.0423850007,0.0357909985,0.0387700014,36624883
2023-04-03,0.0387669988,0.0407099985,0.0357239991,0.0366300009,29150502
2023-04-04,0.0366269983,0.0375379995,0.0320179984,0.0347420014,35321358
2023-04-05,0.034740001,0.0361640006,0.028345,0.0304339994,35446540
2023-04-06,0.0304349996,0.0324129984,0.0296829995,0.0315559991,20487887
2023-04-07,0.0315620005,0.0315620005,0.0288720001,0.0301770009,17356708
2023-04-08,0.0301830005,0.0307270009,0.0289430004,0.0292440001,12744500
2023-04-09,0.0292540006,0.0360330008,0.0290389992,0.0339680016,34255903
2023-04-10,0.0339910015,0.0366629995,0.0329630002,0.0346940011,31084761
2023-04-11,0.0346979983,0.0363159999,0.0325669982,0.0331810005,17937293
2023-04-12,0.0331819989,0.0337509997,0.0321980007,0.0332099982,17035071
2023-04-13,0.0326460004,0.0332249999,0.0320140012,0.0330730006,19184857
2023-04-14,0.0330879986,0.0358339995,0.0330259986,0.0352599993,19364727
2023-04-15,0.0352619998,0.0358499996,0.0329700001,0.0336919986,15982344
2023-04-16,0.0337009989,0.0339780003,0.0274059996,0.0274059996,25048011
2023-04-17,0.0273010004,0.0298519991,0.0261889994,0.0277779996,26825178
2023-04-18,0.0277869999,0.0289069992,0.0245590005,0.0255449992,15790248
2023-04-19,0.0255430005,0.0255430005,0.0221079998,0.0229940005,17995040
2023-04-20,0.0229739994,0.0275999997,0.0229739994,0.0256530009,15625756
2023-04-21,0.0256530009,0.0273979995,0.0243009999,0.0244110003,12906898
2023-04-22,0.0244139992,0.0253570005,0.0235050004,0.0240540002,10510688
2023-04-23,0.0240550004,0.0248380005,0.0236530006,0.0240010004,8971035
2023-04-24,0.0240030009,0.0261809994,0.0239020009,0.0256830007,11677928
2023-04-25,0.0256769992,0.0275439993,0.0256769992,0.0265679993,13311980
2023-04-26,0.0265670009,0.0317220017,0.0261920001,0.0310260002,21072985
2023-04-27,0.0310340002,0.0316280015,0.0291510001,0.0313589983,15659730
2023-04-28,0.0313629992,0.0327030011,0.0300200004,0.0312890001,15088913
2023-04-29,0.0312869996,0.0314880013,0.0281939991,0.0288600009,12173731
2023-04-30,0.0288600009,0.0290089995,0.0269000009,0.0283010006,13702493
2023-05-01,0.0282990001,0.0287209991,0.0255399998,0.0258239992,12481372
2023-05-02,0.0258259997,0.0274039991,0.0232880004,0.0261969995,15633912
2023-05-03,0.0261959992,0.0269280002,0.0249949992,0.0260639992,10305446
2023-05-04,0.0260639992,0.0296839997,0.0258050002,0.0275810007,17521766
2023-05-05,0.0275829993,0.0280520003,0.0251240004,0.0266059991,16047379
2023-05-06,0.0266040005,0.0292879995,0.0253790002,0.0262310002,19182117
2023-05-07,0.0262390003,0.0266699996,0.0248550009,0.0249940008,10098674
2023-05-08,0.0249910001,0.0250710007,0.0226099994,0.0228209998,15493439
2023-05-09,0.0228049997,0.0238189995,0.0218649991,0.0225159992,11522827
2023-05-10,0.0225210004,0.023999,0.0221490003,0.0225850008,10933900
2023-05-11,0.0225809999,0.0226799995,0.0191339999,0.0205429997,15056357
2023-05-12,0.0205390006,0.0212169997,0.0188389998,0.0208870005,11169594
2023-05-13,0.0208889991,0.0214910004,0.0200379994,0.0203169994,8894993
2023-05-14,0.0203169994,0.023883,0.0201510005,0.0221919995,13224204
2023-05-15,0.0221900009,0.022775,0.0212329999,0.0220630001,9965942
2023-05-16,0.0220640004,0.0220689997,0.0199769996,0.0200960003,9316741
2023-05-17,0.0200980008,0.0203310009,0.0187509991,0.0197059996,12574634
2023-05-18,0.0197049994,0.0198100004,0.0175790004,0.0176120009,9251501
2023-05-19,0.0176190007,0.0180520006,0.0156670008,0.0176350009,16687260
2023-05-20,0.0176340006,0.0176430009,0.0160520002,0.0169690009,11473979
2023-05-21,0.0169670004,0.0172959995,0.0162170008,0.0165909994,7885254
2023-05-22,0.0165899992,0.0166200008,0.014459,0.0145610003,11992133
2023-05-23,0.01456,0.0148149999,0.0122389998,0.0134439999,14059220
2023-05-24,0.0134450002,0.0168629996,0.0120400004,0.0163039993,16447412
2023-05-25,0.0163010005,0.0172799993,0.014374,0.0162090007,15927641
2023-05-26,0.0162099991,0.0187459998,0.0154600004,0.018251,12931881
2023-05-27,0.0182569996,0.0196189992,0.0181719996,0.0187599994,13776392
2023-05-28,0.0187599994,0.0188570004,0.0172649994,0.0178149994,13103642
2023-05-29,0.0178260002,0.0184860006,0.0168859996,0.0171399992,10550414
2023-05-30,0.0171460006,0.0177129991,0.0155109996,0.0161359999,9974541
2023-05-31,0.0161359999,0.0161780007,0.0144990003,0.0157469995,9898349
2023-06-01,0.0157469995,0.0163049996,0.014893,0.0157069992,8372025
2023-06-02,0.0157069992,0.0163349994,0.015133,0.0154879997,8021181
2023-06-03,0.0154900001,0.0166529994,0.0152909998,0.0164100006,9100885
2023-06-04,0.0164090004,0.0168409999,0.0159210004,0.0160659999,8320679
2023-06-05,0.0160700008,0.0161010008,0.0144450003,0.0145300003,8443701
2023-06-06,0.0145340003,0.0154109998,0.0136010004,0.0150459995,9275062
2023-06-07,0.0150450002,0.0153409997,0.0145370001,0.0149870003,7148950
2023-06-08,0.014986,0.0154720005,0.0145589998,0.0153170004,7093770
2023-06-09,0.0153219998,0.0164330006,0.0153219998,0.0158779994,9361802
2023-06-10,0.0158789996,0.0159499999,0.0144699998,0.015594,10033108
2023-06-11,0.0155929998,0.0156289991,0.015048,0.0153510002,7140042
2023-06-12,0.01535,0.0165909994,0.0151610002,0.0164010003,9494004
2023-06-13,0.0163989998,0.0167890005,0.0160440002,0.0166749991,8552616
2023-06-14,0.0166749991,0.0183780007,0.0162579995,0.0183780007,12055527
2023-06-15,0.0184070002,0.022628,0.0178360008,0.0224290006,24906184
2023-06-16,0.0224220008,0.0224259999,0.0200200006,0.0204830002,15302428
2023-06-17,0.0204860009,0.0216199998,0.0201730002,0.0212379992,10529611
2023-06-18,0.0212360006,0.0215070006,0.020025,0.0200520009,9667658
2023-06-19,0.0200520009,0.0215530004,0.0187289994,0.0215530004,12992769
2023-06-20,0.0215060003,0.0230030008,0.0208359994,0.0228899997,13353294
2023-06-21,0.0228979997,0.0243500005,0.0224769991,0.0237150006,15244441
2023-06-22,0.0237269998,0.0277500004,0.0232410002,0.0267820004,21305449
2023-06-23,0.0267609991,0.0279169995,0.0261189993,0.0266740005,17551528
2023-06-24,0.0266769994,0.0269959997,0.0244740006,0.0251640007,16175393
2023-06-25,0.0251640007,0.0262010004,0.0247220006,0.0256239995,12237362
2023-06-26,0.0256239995,0.0260290001,0.0245769992,0.0248349998,12740212
